CgST,CgST,lpg0028,lpg0078,lpg0116,lpg0212,lpg0287,lpg0330,lpg0356,lpg0432,lpg0461,lpg0513,lpg0577,lpg0656,lpg0712,lpg0785,lpg0840,lpg0888,lpg0956,lpg1178,lpg1206,lpg1283,lpg1340,lpg1398,lpg1452,lpg1511,lpg1566,lpg1636,lpg1682,lpg1737,lpg1782,lpg1830,lpg1882,lpg1994,lpg2039,lpg2175,lpg2231,lpg2280,lpg2339,lpg2404,lpg2461,lpg2516,lpg2577,lpg2622,lpg2698,lpg2743,lpg2795,lpg2827,lpg2869,lpg2933,lpg2999
197,197,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,32.0,5.0,7.0,6.0,24.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,19.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,50.0
198,198,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,32.0,5.0,7.0,6.0,24.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,19.0,3.0,1.0,1.0,7.0,1.0,26.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
199,199,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,32.0,5.0,7.0,6.0,24.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,19.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,44.0,5.0,1.0,17.0,4.0,5.0
200,200,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,32.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,37.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
201,201,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,32.0,5.0,33.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
202,202,31.0,1.0,50.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,32.0,5.0,45.0,6.0,24.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,19.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,6.0,31.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
203,203,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,4.0,3.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
204,204,28.0,46.0,26.0,12.0,33.0,14.0,15.0,21.0,27.0,42.0,17.0,31.0,18.0,13.0,4.0,2.0,22.0,11.0,20.0,46.0,37.0,50.0,23.0,19.0,20.0,17.0,15.0,15.0,12.0,31.0,28.0,30.0,30.0,14.0,38.0,14.0,44.0,33.0,33.0,19.0,24.0,21.0,26.0,21.0,7.0,34.0,19.0,36.0,17.0
205,205,28.0,45.0,26.0,12.0,33.0,14.0,15.0,21.0,27.0,42.0,17.0,31.0,18.0,13.0,4.0,2.0,22.0,11.0,20.0,46.0,38.0,50.0,23.0,19.0,20.0,17.0,15.0,15.0,12.0,31.0,28.0,30.0,30.0,14.0,38.0,14.0,44.0,33.0,33.0,19.0,24.0,21.0,26.0,21.0,7.0,34.0,19.0,36.0,17.0
206,206,21.0,39.0,33.0,40.0,9.0,10.0,5.0,12.0,6.0,38.0,17.0,31.0,18.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,9.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
207,207,21.0,39.0,33.0,40.0,9.0,10.0,5.0,12.0,6.0,38.0,17.0,31.0,18.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,43.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
208,208,21.0,39.0,33.0,40.0,8.0,10.0,5.0,12.0,6.0,38.0,17.0,31.0,18.0,13.0,22.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
209,209,21.0,39.0,33.0,55.0,9.0,10.0,,12.0,6.0,35.0,17.0,31.0,20.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,1.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
210,210,21.0,39.0,33.0,57.0,9.0,10.0,5.0,12.0,6.0,38.0,17.0,31.0,18.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
211,211,21.0,39.0,33.0,40.0,8.0,10.0,5.0,12.0,6.0,38.0,17.0,32.0,18.0,13.0,49.0,37.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
212,212,21.0,39.0,33.0,57.0,9.0,10.0,5.0,12.0,6.0,38.0,17.0,31.0,18.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,50.0,14.0,48.0,13.0
213,213,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,1.0,23.0,3.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,30.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,11.0,1.0,17.0,1.0,29.0
214,214,41.0,39.0,33.0,40.0,9.0,10.0,5.0,13.0,6.0,38.0,17.0,31.0,18.0,13.0,4.0,41.0,12.0,34.0,34.0,17.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,33.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
215,215,42.0,2.0,5.0,63.0,16.0,34.0,,41.0,9.0,9.0,1.0,1.0,23.0,21.0,9.0,9.0,1.0,38.0,1.0,16.0,1.0,13.0,1.0,3.0,1.0,41.0,53.0,51.0,32.0,1.0,3.0,46.0,16.0,46.0,11.0,45.0,21.0,2.0,5.0,32.0,17.0,1.0,1.0,29.0,1.0,21.0,37.0,61.0,29.0
216,216,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,45.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,23.0,22.0,3.0,19.0,32.0,17.0,1.0,59.0,29.0,1.0,7.0,4.0,1.0,29.0
217,217,40.0,1.0,4.0,21.0,17.0,1.0,,40.0,7.0,13.0,1.0,16.0,23.0,32.0,57.0,51.0,6.0,36.0,1.0,16.0,1.0,61.0,1.0,3.0,14.0,41.0,,49.0,3.0,1.0,1.0,46.0,1.0,1.0,,23.0,46.0,32.0,19.0,32.0,18.0,35.0,60.0,29.0,1.0,1.0,17.0,4.0,5.0
218,218,,45.0,36.0,12.0,30.0,15.0,5.0,,22.0,,17.0,29.0,15.0,13.0,38.0,42.0,34.0,12.0,28.0,,,,34.0,34.0,20.0,35.0,33.0,5.0,27.0,32.0,30.0,31.0,39.0,34.0,39.0,15.0,9.0,21.0,33.0,,53.0,57.0,34.0,35.0,33.0,34.0,19.0,,13.0
219,219,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,7.0,7.0,43.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
220,220,30.0,14.0,,54.0,32.0,,,,26.0,36.0,36.0,,34.0,49.0,,32.0,12.0,14.0,10.0,7.0,45.0,,14.0,28.0,59.0,9.0,37.0,6.0,17.0,43.0,23.0,40.0,1.0,6.0,6.0,32.0,9.0,22.0,38.0,22.0,53.0,48.0,,4.0,18.0,54.0,14.0,50.0,2.0
221,221,32.0,39.0,33.0,40.0,9.0,10.0,5.0,22.0,6.0,42.0,17.0,31.0,18.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
222,222,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,43.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,30.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
223,223,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,43.0,35.0,48.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,30.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
224,224,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,20.0,13.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
225,225,5.0,12.0,24.0,41.0,23.0,4.0,8.0,14.0,17.0,30.0,7.0,4.0,9.0,32.0,3.0,1.0,29.0,28.0,24.0,21.0,27.0,26.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,28.0,32.0,21.0,31.0,12.0,8.0,18.0,28.0,12.0,11.0,3.0,11.0,37.0,4.0,11.0,11.0
226,226,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,31.0,5.0,4.0,11.0,45.0,7.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,50.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
227,227,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,47.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
228,228,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,30.0,34.0,2.0,19.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
229,229,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,7.0,8.0,36.0,3.0,6.0,5.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,10.0,14.0,2.0,13.0,26.0,5.0,6.0
230,230,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,7.0,8.0,36.0,3.0,6.0,5.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,28.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,20.0,49.0,2.0,2.0,14.0,26.0,5.0,6.0
231,231,14.0,25.0,20.0,10.0,4.0,7.0,,30.0,39.0,21.0,8.0,7.0,7.0,28.0,1.0,6.0,3.0,5.0,2.0,32.0,9.0,4.0,10.0,11.0,5.0,13.0,4.0,20.0,5.0,7.0,5.0,8.0,9.0,31.0,10.0,27.0,3.0,18.0,3.0,37.0,43.0,20.0,7.0,2.0,2.0,3.0,28.0,10.0,6.0
232,232,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,7.0,8.0,36.0,3.0,6.0,5.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,10.0,14.0,2.0,14.0,26.0,5.0,6.0
233,233,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,7.0,8.0,36.0,3.0,6.0,5.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,28.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,20.0,49.0,2.0,2.0,13.0,26.0,5.0,6.0
234,234,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,7.0,8.0,36.0,3.0,6.0,46.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,48.0,14.0,2.0,13.0,26.0,5.0,6.0
235,235,28.0,45.0,27.0,13.0,10.0,14.0,14.0,20.0,27.0,28.0,25.0,30.0,20.0,13.0,24.0,3.0,22.0,13.0,21.0,46.0,37.0,50.0,24.0,20.0,21.0,15.0,16.0,15.0,16.0,33.0,28.0,30.0,31.0,14.0,40.0,14.0,44.0,33.0,33.0,19.0,26.0,21.0,26.0,21.0,7.0,34.0,19.0,37.0,17.0
236,236,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,9.0,7.0,23.0,3.0,6.0,4.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,18.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,8.0,14.0,2.0,14.0,26.0,5.0,6.0
237,237,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,9.0,7.0,23.0,3.0,6.0,4.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,18.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,8.0,14.0,2.0,13.0,26.0,5.0,6.0
238,238,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,9.0,7.0,23.0,3.0,6.0,4.0,5.0,2.0,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,18.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,10.0,14.0,2.0,13.0,26.0,5.0,6.0
239,239,26.0,3.0,33.0,57.0,9.0,10.0,5.0,19.0,6.0,40.0,17.0,42.0,20.0,43.0,2.0,8.0,2.0,20.0,2.0,32.0,45.0,35.0,14.0,32.0,60.0,5.0,44.0,6.0,10.0,43.0,21.0,4.0,36.0,38.0,41.0,27.0,34.0,22.0,43.0,2.0,48.0,53.0,37.0,39.0,35.0,53.0,14.0,43.0,13.0
240,240,36.0,53.0,2.0,1.0,13.0,30.0,,34.0,42.0,2.0,27.0,57.0,2.0,43.0,58.0,5.0,25.0,39.0,32.0,13.0,12.0,57.0,56.0,2.0,12.0,37.0,29.0,52.0,31.0,11.0,8.0,21.0,13.0,24.0,14.0,2.0,11.0,42.0,17.0,28.0,1.0,32.0,54.0,26.0,41.0,17.0,42.0,19.0,26.0
241,241,36.0,53.0,2.0,1.0,13.0,30.0,,34.0,42.0,2.0,27.0,57.0,42.0,5.0,58.0,5.0,25.0,39.0,32.0,13.0,12.0,57.0,56.0,2.0,12.0,37.0,29.0,52.0,31.0,11.0,8.0,45.0,13.0,24.0,14.0,2.0,11.0,42.0,16.0,28.0,1.0,32.0,54.0,26.0,41.0,17.0,42.0,19.0,26.0
242,242,36.0,53.0,2.0,1.0,13.0,30.0,,34.0,42.0,2.0,27.0,57.0,2.0,43.0,58.0,5.0,25.0,39.0,32.0,13.0,12.0,57.0,56.0,2.0,12.0,37.0,29.0,52.0,31.0,11.0,8.0,21.0,13.0,24.0,14.0,2.0,11.0,42.0,16.0,28.0,1.0,32.0,54.0,26.0,41.0,17.0,42.0,19.0,26.0
243,243,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,43.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,14.0,22.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,10.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,37.0,1.0,29.0
244,244,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,43.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,22.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,10.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,37.0,1.0,29.0
245,245,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
246,246,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,43.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
247,247,18.0,42.0,33.0,44.0,8.0,10.0,5.0,12.0,20.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,10.0,4.0,41.0,45.0,38.0,14.0,27.0,57.0,32.0,22.0,6.0,10.0,44.0,25.0,4.0,5.0,6.0,41.0,31.0,33.0,22.0,9.0,21.0,52.0,17.0,23.0,4.0,17.0,51.0,14.0,49.0,13.0
248,248,28.0,45.0,27.0,13.0,33.0,14.0,14.0,20.0,27.0,28.0,25.0,30.0,15.0,41.0,24.0,3.0,22.0,13.0,21.0,46.0,37.0,50.0,24.0,20.0,21.0,15.0,16.0,15.0,13.0,33.0,12.0,30.0,31.0,14.0,40.0,14.0,44.0,33.0,33.0,19.0,26.0,21.0,26.0,21.0,7.0,34.0,19.0,37.0,17.0
249,249,11.0,1.0,51.0,21.0,6.0,6.0,13.0,4.0,7.0,12.0,2.0,7.0,6.0,32.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
250,250,27.0,3.0,41.0,35.0,10.0,3.0,18.0,6.0,31.0,53.0,3.0,45.0,2.0,48.0,12.0,39.0,7.0,9.0,4.0,35.0,35.0,51.0,3.0,15.0,28.0,23.0,3.0,53.0,28.0,2.0,2.0,23.0,2.0,2.0,4.0,8.0,42.0,37.0,7.0,15.0,6.0,43.0,42.0,8.0,25.0,33.0,24.0,16.0,20.0
251,251,23.0,50.0,46.0,25.0,20.0,20.0,10.0,27.0,35.0,45.0,40.0,36.0,12.0,45.0,15.0,43.0,20.0,7.0,4.0,31.0,30.0,46.0,19.0,14.0,29.0,20.0,18.0,11.0,13.0,22.0,16.0,19.0,23.0,43.0,34.0,11.0,38.0,24.0,29.0,12.0,2.0,24.0,27.0,22.0,23.0,27.0,16.0,24.0,19.0
252,252,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,22.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
253,253,23.0,50.0,46.0,25.0,20.0,20.0,10.0,27.0,35.0,43.0,23.0,36.0,12.0,45.0,15.0,45.0,20.0,7.0,4.0,30.0,30.0,46.0,19.0,14.0,29.0,20.0,18.0,11.0,13.0,22.0,16.0,19.0,23.0,11.0,34.0,11.0,38.0,24.0,29.0,7.0,2.0,24.0,27.0,22.0,23.0,28.0,16.0,24.0,19.0
254,254,18.0,41.0,17.0,56.0,8.0,10.0,5.0,24.0,23.0,37.0,17.0,54.0,5.0,13.0,4.0,2.0,12.0,18.0,30.0,6.0,45.0,8.0,14.0,32.0,59.0,35.0,22.0,6.0,16.0,44.0,25.0,5.0,5.0,36.0,42.0,31.0,32.0,22.0,9.0,27.0,53.0,54.0,35.0,6.0,18.0,9.0,14.0,13.0,38.0
255,255,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,32.0,43.0,3.0,23.0,15.0,5.0,2.0,32.0,51.0,22.0,10.0,9.0,40.0,13.0,4.0,18.0,12.0,5.0,5.0,8.0,4.0,5.0,7.0,13.0,3.0,18.0,29.0,37.0,43.0,20.0,8.0,1.0,3.0,6.0,5.0,9.0,48.0
256,256,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,28.0,5.0
257,257,14.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,17.0,7.0,6.0,20.0,12.0,35.0,6.0,3.0,5.0,2.0,10.0,7.0,15.0,9.0,11.0,3.0,3.0,14.0,18.0,5.0,5.0,5.0,8.0,9.0,4.0,9.0,25.0,37.0,26.0,3.0,39.0,35.0,19.0,8.0,1.0,5.0,2.0,5.0,9.0,6.0
258,258,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,30.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
259,259,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,38.0,9.0,17.0,3.0,1.0,1.0,1.0,,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
260,260,9.0,14.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,54.0,5.0,39.0,22.0,3.0,12.0,20.0,10.0,7.0,45.0,8.0,14.0,27.0,59.0,4.0,24.0,43.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,10.0,44.0,27.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,56.0,2.0
261,261,13.0,6.0,17.0,10.0,4.0,7.0,21.0,3.0,2.0,24.0,7.0,6.0,7.0,28.0,1.0,1.0,3.0,19.0,8.0,11.0,10.0,4.0,8.0,11.0,55.0,3.0,5.0,29.0,17.0,7.0,5.0,7.0,9.0,4.0,9.0,24.0,8.0,16.0,4.0,37.0,46.0,8.0,49.0,14.0,2.0,13.0,26.0,5.0,6.0
262,262,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,42.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
263,263,24.0,47.0,40.0,37.0,10.0,23.0,18.0,6.0,31.0,53.0,17.0,44.0,2.0,32.0,50.0,1.0,7.0,10.0,4.0,8.0,5.0,51.0,52.0,15.0,32.0,30.0,20.0,54.0,5.0,5.0,2.0,22.0,2.0,10.0,37.0,16.0,41.0,40.0,27.0,14.0,6.0,10.0,42.0,46.0,25.0,32.0,44.0,31.0,34.0
264,264,26.0,47.0,40.0,33.0,10.0,3.0,18.0,6.0,17.0,53.0,30.0,44.0,30.0,45.0,15.0,45.0,37.0,10.0,4.0,8.0,28.0,10.0,51.0,17.0,32.0,22.0,20.0,54.0,5.0,42.0,2.0,18.0,2.0,10.0,37.0,16.0,41.0,40.0,27.0,14.0,6.0,10.0,42.0,46.0,25.0,32.0,45.0,33.0,20.0
